sentiment,text
disgust,some people not cueing in the dining hall
shame,saw on tv china not winning more gold medals in the asian  olympics
guilt,not handing in homework in time
joy,having a good trip on a boat with good friends
fear,saw a classmate knocked down by a motorcycle
anger,being sexually assulted on a bus and noone helped people only  laughed
sadness,being sexually assulted and told my friends about it we cried  together
disgust,heard someone boasting his fortune telling and i knew he was  lying
shame,being criticized by teacher in public
guilt,shouting at my parents because i was angry about something else
joy,going to see a good film with my best friend
fear,suddenly found out that i was the lasr one to leave the anatomy  room
anger,some boys deliberately played tricks on me in the experiments
sadness,iqam chosen for your lecture and my best friend is not now he is  angry with me and i cannot help him
disgust,listening to my roommate boasting about her new clothes
shame,china not winning more gold medals in the asian olympics
guilt,not being able to help my friend to study english
joy,being elected as class leader
fear,walking in the dark i saw something strange
anger,your prejudice against psychology students and education students  not allowing us to go to the medical university lectures
sadness,a friends brother died
disgust,a wurm dropped on my head
shame,not doing well in an examn which was easy
guilt,wrongly accused a classmate
joy,getting into this university to do medicine
fear,first time in anatomy
anger,being insulted in public for the wrong reason
sadness,not being chosen for the english lectures my girlfriend  chosen
disgust,my roommate messing up our room
shame,not doing well in examns which i should do well english examns
guilt,heard that my girlfriend was chosen for the english lectures and  i was not i lost my temper and she is very upset now
joy,success in university entrance examination
fear,i helped someone to do something and was found out
anger,misunderstood by friends
sadness,my mother was ill and my father was not at home
disgust,my roommate being nice to a party leader in order to get into the  party
shame,china not doing well in the asian olympic games
guilt,not collecting letters for my friend al i promised
joy,doing well in an examn
fear,before the examn
anger,some foreign students playing loud music before the biology  examn
sadness,finding out that the girl i like does not like me
disgust,saw two canadian students boasting about how rich they are in  canada
shame,finding out that china does not have enough foreign currency to  buy books
guilt,calling lecturers nicknames when talking to housemen they told  ne you are even younger than they are so you should not be giving  public lectures
joy,had a letter from my father usually he does not write to me
fear,being alone in the room at night
anger,quarreling with classmates
sadness,my father told me in the letter that my mother is ill
disgust,my roommate talking and shaking her bed at night
shame,finding out that i was deceived by my friend
guilt,a friend came to visit me and i was not there
joy,finding out my name on the list for english lectures
fear,walking out from the biology building
anger,someone told me that i was chosen for english lectures because  the class leader is going out with me not true
sadness,my sister bkoke her leg
disgust,some boys boasting about their ability to tell dirty jokes
shame,finding out china is backward in science
guilt,when some housemen told me a young girl like you should not be  allowed to lecture to consultants i was too shy to argue against  them
joy,made a wonderful driend who understands me
fear,being chased in the dark by someone i did not know
anger,my best friend betrayed me and told other people my secrets
sadness,disappointed by a friend
disgust,finding out some people had been talking about me at my back
shame,being sexually assulted in public
guilt,i did not reply to my friends letter in time
joy,watching china winning the asian olympic games
fear,suddenly met someone in the biology building at night
anger,being insulted by my roommate
guilt,not getting an airplane ticket fot my mother
joy,talking with a nice girl
fear,talking about snakes
anger,people not resprcting my opinion
sadness,lost my girlfriend
disgust,talking to someone i disliked
shame,criticized by a teacher in public
guilt,not being able to help my friend
joy,getting a letter from a friend who did not write for a long time
fear,staying in a relatives house which was broken in before
anger,being insulted on a bus
sadness,insulted by my mother
disgust,a relative not acting on her promise
shame,first time going out with a boy and other people laughed at us
guilt,a friend wanted to give me a surprise into my room and i thought  she was stealing from the room
joy,being asked to go out by someone i care
fear,before an important examn
anger,my parents do not like my friend and told me to stay away from  him
sadness,my friend not allowed to go to the english lectures
disgust,postgraduate students talking about girls stupid
shame,ctiticized by teachers in public
guilt,my friend did not do well in the examn because i did not help  him
joy,i went on a picnic to the country side park the beautiful  scenary made me feel relaxed and every worry disappeared thus  the picnic was worthwhile
fear,i am afraid of my academic results as i will face several  problems i am scared of my limitations and the unlimited  problems and i do not know how to cope with them
anger,i quarrelled with my brothers twins at home on saturday one  of them studies in a private school and the other one is  repeating his form five they do not know what they are doing  they follow every word of their teachers books and systems  they always try to rationalize their bad acts by some game and  they are satisfied with their awkward life i have tried to  persuade them very often but have failed this time i had a  fight as they have no voluntary spirit they did not polish the  floor
sadness,i have been thinking of changing my major for a few months my  original major was chinese language and it blocks my way i have  to face many problems at the sametime and i do not know what is  real and virtuous i do not know if i am not interested in  chinese or if there are other factors which make me sad i am  not very clear on what i can do for the study of communication  and journalism i am not clear about what i can do what are  the limitations i hesitate but i feel more adjusted now
disgust,i had been forced to get together with strange and disgusting  classmates the things they talked about disgusted me and made  me feel ill at ease i knew that i would feel unhappy if i  stayed there but i was defeated by the social norms
shame,i had obviously done the work badly but my classmates of the  students association did not blame me they helped me do the  work
guilt,i had not done my assignment seriously i only pretended to  finish the work as the work did not have any meaning for me the  whole thing made me feel guilty
joy,i preached to a f3 students in a gospel camp they thus knew  more about god and made up their minds to believe in jesus
fear,when the doctor told me that there was something wrong with my  eye and i had to undergo an operation
anger,i had left a student newspaper of the chinese university on the  table of the library it had disappeared when i came back
sadness,one of my classmates had a disease unexpectedly he had been in  a coma for six days in a hospital before he died
disgust,someone who was sitting very close to me was smoknig in the  compartment of an air conditioned minibus
shame,in the compartment of a public transport railway i did not give  my seat to an old man who was standing near me it was another  teenager who did so
guilt,one saturday night i did some meaningless work and went to bed  very late next morning i had was very sleepy so i continued  sleeping even though i had work to do and i missed the sunday  service
joy,when i attended the concert of a pop singer
fear,i was afraid that i would fail an examination
anger,i had too much homework and examinations and i did not know how  to organize my work
sadness,when i forgot the lyrics during a song contest
disgust,because of the examination i had to study night and day
shame,i did badly in the mid term examination
guilt,the results of the mid term examinations were very poor
joy,when i had a good result in the certificate examination
fear,when i was walking along a road alone on my way to go shopping
anger,in the students union there was someone who took the photocopies  of two large volumes i asked him to let me take a few he refused  it for an acceptable reason
sadness,when another persons mother died
disgust,i greeted a friend and he did not respond
shame,in an examination which other students found easy i could hardly  think and did not know what to answer
guilt,i cut a friends hair in anger without any consideration
joy,yesterday my friend gave me a gift and had dinner with me
fear,once while walking along a hill i fell down out of carelessness  and i broke my left arm
anger,last week my organization summoned an executive meeting and one  of the executive members pointed out a loop hole in the  committees administration he could not suggest any  improvements so i quarrelled with him
sadness,the death of my father
disgust,i was sitting in the bus and a man with a very unpleasant  smell came and sat next to me to top it all he smoked  continously
shame,when i was in the canteen of the united college i mistook a  stranger for a classmate as i was not wearing my glasses i  realized that i had made this mistake when i saw him again  carefully
guilt,i got up late and i could not go to my lessons on time when i  entered the class room the stare of the teacher and my classmates  made me feel guilty
joy,when my application for studying the masters degree was accepted
fear,once at midnight i was working alone at office and the phone  suddenly rang
anger,when i was concentrating on my work my friend disturbed me  continously i asked him to stop but in vain
sadness,i had asked the teacher to write a recommendation letter for me  but i had not provided enough information and had run short of  time
disgust,when i was talking to a person who is a hypocrite i felt  disgusted at his reaction
shame,my companion admired me when i did some work voluntarily
guilt,my wrong behaviour made my loved one feel sad and uneasy
joy,when i first heard i like you from my boyfriend
fear,when i received the higher level exam results i mistook the  grade e in mathematics for a grade f and i was shocked
anger,i had planned to study for my midterm exams on a certain day and  my roommate called me to ask me to go out for a stroll i tried  to make an excuse so as not to go out but she refused to listen  to me and insisted that i go out with her i find it unnecessary  to talk to her anymore
sadness,due to some reasons my boyfriend and i decided to separate
disgust,once when i had started to write a paper there was a phone  call for me i had to go downstairs to receive it and after the  conversation i discovered that all the information had  disappeared from my mind
shame,when the teacher asked me a question i did not know the answer  and i just stood still for about a few minutes without saying a  word
guilt,once when i was in the cell group religious activity i found  that almost everyone in the group read the bible daily and i felt  guilty in my heart
joy,when i read the newspaper that morning i found my candidature  number on the admission list of the chinese university i was  satisfied and happy and the cumulative anxiety disappeared i  only wanted to cry out that i had succeeded
fear,tutorial again a fearful feeling came to me when i sat on the  chair and looked at my fellow students all around i was really  scared that they would ask me some questions or challenge the  ideas that i had presented
anger,the trick was really intolerable they hid it and i was worried  and restless all day when i saw them i really wanted to slap  each one of them
sadness,a and i were walking along the new asia stairway to the chung chi  college for our lecture and i saw him with her he put one arm  around her shoulder and laugher brightly and joyfully i did not  dare and did not want to look just walked by them quickly the  interest of talking to a disappeared and i just wanted to remain  silent but i did not want a to know and so i left him and went  to f i should have expected this to happen
disgust,knowing that i had to do the survey with him i felt very  reluctant although i do not know him i feel disgusted by just  looking at him thinking that the project lasted several days i  regreted having joined that project
shame,during the lesson the teacher called me and asked me if i had  reported that i was late i pretended that i had but looking at  her eyes i knew that she knew that i was lying i thought that  it was really bad luck that she had examined the list of the  students who were late
guilt,that evening when i opened the songbook while i was singing the  song those were the days that guilt feeling became stronger  the lyrics described well i was really wrong the wish that i  had made was really bad if she were with me i would really be  happy and we would play happily together like the days in  secondary school and she would not be disappointed and gloomy  because of me
joy,when i learnt that i could do further studies at the chinese  university
fear,my best frieend left school recently the next day the weather  turned bad suddenly and the male classmates turned off the  lights i remained on the table and was scared
anger,i was scolded by my mother for no reason
sadness,when i learnt that i had been betrayed by my friend
disgust,when i dined with my new friends one of them kept reminding us  that he was superior
shame,while dining with some accquaintances i was asked something  which i should have known but i did not know
guilt,my friend came to the concert for my sake as it was me who had  organized it and the concert was unsuccessful
joy,i was accepted by the chinese university
fear,waiting for the results of the high level examination i was  afraid of not being accepted
anger,i had a date with a friend to see a movie and my friend was late  i waited for a long hour and was very angry
sadness,the quarrel between my parents
disgust,during the chinese lessons a student often showed off moreover  he misbehaved and dressed very badly so disgusting
shame,i saw a bag on the street and just then a stranger passed by i  picked up the bag immediately and gave it to the stranger as i  thought that it belonged to him but it was not his bag and i  felt ashamed
guilt,i refused to lend my homework to a friend
fear,once before i had learnt to swim i stepped on a slippery slope  where there was a lot of moss and i slipped into the water the  water was very deep and i could not stand on my feet i sank  and had to use a lot of energy
disgust,one day when i was sitting in a not very crowded bus a middle  aged woman was standing beside me the person sitting next to me  got up to get off and this woman pushed me and occupied the seat  then she took off her shoes and put her feet on the seat
fear,when i saw a horrible movie alien
sadness,in 1983 my results at the university entrance exam were very  poor far from what i had expected i thought that i would not  be accepted at the university
disgust,i am disgusted by people who spoil their identity because of  misbehaviour this morning when i was in a crowded bus i found  a seat on which a university student was sitting on one side and  he had put his bag and files next to him there was very little  space left and i sat down while he kept on reading even when i  leaned on him he did not put his bag away he did not respond and  i felt very angry
shame,during a lecture six students including me were asked to leave  the class as we had not prepared for the lesson i felt ashamed  and angry
guilt,one evening i went fishing with some friends but we could not  fish as a fisherman had already put his net there we pulled  out the net to find only crabs in it so we threw the net away  the net was large and may have cost 1000 the fisherman used  the net to earn a living and we had had thrown it
joy,i had a very close friend who went to canada after her fb his  departure was unavoidable when he came back during the summer  holidays i was very happy as nothing had changed between us
fear,the day before the university results came out i was both excited  and scared if i failed i did not know what i would do as i did  not want to work my family was ambivalent
anger,before the certificate examination i was very poor in biology  the worst result in my class ever since f5 it had been  getting poorer and poorer i had tried my best and had spent  most of my time studying this subject finally my results were  so bad that i thought that it was just not fair
sadness,my cat died from an illness it had been with us for 7 years  it was a lovely cat it had been ill for one or two weeks and  the veterinary surgeon had told us that it was dying
disgust,in secondary school i had a classmate who talked too much  once we went to the cinema after school and she sat next to me and  commented the movie throughout very disgusting
shame,our teacher had invited us to lunch and once at the canteen we  started introducing ourselves two of the boys showed a lot of  interest in knowing personal details and then they started  talking about some activities held in the college i had little  interest in those activities so i talked to another student  sitting next to me as i was afraid that they would ask me  questions on those activities
guilt,my younger sister wanted to take classes to learn a musical  instrument one saturday morning my mother asked me to go with  her for the registration i did not want to go so i said that  there might be many bad people at the club as a resullt my  sister was scolded by my mother
joy,when i could study at university
fear,when i forgot the lines of the play during an orientation camp
anger,before the department meeting my friend ate a dish that i had  prepared for this meeting
sadness,i had a very short term romance during the summer vacations when  we first met i felt excited but i wanted to avoid him after we had met  a few times and so i proposed that we stay apart i felt very  sad then
disgust,i felt disgusted on seeing my boyfriend after our separation  one day he was begging at the mass transit railway station and at  that moment i hated him
shame,acting in a play at the orientation camp made me feel timid
guilt,i made my boyfriend so unhappy and depressed that i feel guilty
joy,my friend had organized a birthday party for me secretly i was  very happy not so much for the presents but because they seemed  to care for me
fear,my 80 year old grandfather underwent three successive operations  during a single year the third operation was risky and i was  scared that he would die and feared that my grandmother would be  very sad
anger,my elder brother often criticizes my mothers cooking once he  did it very impolitely and lost his temper this made all of us  very sad i was very angry and i scolded him he asked me not  to interfere with what was his buisness
sadness,when my grandfather died i was extremely sad however my family  members did not have any special feelings they said that he was  already 80 years old
disgust,i was an instructior in a youth organization whenever we the  instructors would have a meeting the advisor would be present  he did not understand our worknig conditions but talked a lot  and had a lot of outdated ideas whenever we disagreed with him  he was very discontent and said that we had a prejudice against  him why did he have to treat us as his subordinates
shame,when we received our academic result i learnt that my results  were bad as i had not done my best the results of my  accquaintances were good and when they asked me about my results  i really did not want to answer
guilt,when i was fighting with my elder brother i unintentionally hurt  him in the eye with a wooden bar i felt guilty and feared that  he would be blind fortunately he recovered after 15 days
joy,i finished my homework an important task
fear,fear of the turn that the examination paper would take as i  lacked confidence
anger,mr c took my drawing pens without having asked for my permission  first and lost them he did not tell me about it till i asked  him and then did not try to find them
sadness,when i learnt that i had to repeat the first year i found the  solution immediately but was blocked by many difficulties
disgust,my girlfriend lost her temper without any reason and she did not  consider or respect my feelings
shame,after i had given the wrong answer to my students they pointed  it out to me and i had to correct myself
guilt,i prayed unfaithfully
joy,i am happpy when i get good results in the field of academics or  athletics
fear,one day a fierce looking man came to our house and said that my  father should apologize to him however i was alone at home
anger,my cassmate laughed at me when i was being scolded by the  teacher
sadness,i knew a girl so lovely that everyone would like her but she  refused to accept my christmas present and i tried to forget  her
disgust,i hate the behaviour of my so called friends they use bad  language spit boast and treat the youngsters badly
shame,when i was young my mother told the neighbour that i had wet the  bed i felt ashamed thinking that the neighbours children would  get to know about it
guilt,one day while we were strolling along the road one of my  friends suggested that we go and watch a blue film i was  curious so i went along but i felt quite guilty later
joy,the day the results of the university entrance exam was  published i found my canditate number and i was very excited
fear,one night we were having a barbecue on the beach and i needed to  go to my car which was far away from the beach it was very  dark as there were no street lamps i ran in the dark very  scared i ran as fast as possible
sadness,i separated with the one i liked most she refused all my dates  and told me that she had dated another one my heart seemed to  cease beating i was silent for some time and then i whispered  goodbye and left without turning back
disgust,when i was a teacher in an evening school a girl raised a lot of  questions and expressed her opinions she very often took a  stand which was different from mine and she thought that it  was better than mine her opinions were helpful academically but  she did not take into consideration my position in public also  she seemed to be very talkative and so she disgusted me
shame,i had lunch in a restaurant with a friend and i paid the bill  the change was that of a two dollar and a ten cent coin as i  was talking with my friend i took the two dollar coin and forgot  to leave a tip
guilt,i was cold to my sister without meaning it just because i was  upset and frustated
joy,when i learnt that i had been admitted to the university
fear,after the interview for admission to the university and before  the admission list was disclosed i was scared that i would not  be admitted and my fear lasted for quite some time my fear  disappeared only after the list was disclosed
anger,when i was studying in the library preparing for a test two  people sitting next to me talked to each other for 20 minutes  there were no other seats so i could not go elsewhere and i did  not want to interrupt them so i could only be angry in my heart
sadness,i had been separated from my girlfriend for about a year on her  birthday i put a present in her mailbox i had spent two days  choosing a suitable present for her i waited for a few days and  there was no reply from her at last i received a thankyou card  in my mailbox on the card there was only my name the words thankyou  and her signature i was very sad then
disgust,when i was travelling to school by bus i went past a place  where a sewer had been repaired there was a bad strong smell  which suffocated me and i wanted to leave the place immediately
shame,i received the results of the test paper of my major subject and  i found that my result was not as good as a classmate who had  recently changed his major subject i felt very ashamed
guilt,i had promised myself that i would do one good deed every day  one night i saw a beggar whose muscles had been atrophyed i  walked passed him thinking that he was feigning later i  realized that he had not been pretending and i had a feeling of  guilt as i had not kept my promise
joy,talkiing about the past happy hours with two friends at night in  a camp a few months ago we shared our feelings notions and  every hidden anxiety i thought that they cared for me and i  was very happy and satified
fear,i remember that my form 2 teacher was very fierce and dogmatic  my feet would tremble whenever i saw her but i had to face the fact that  i had to go for her class
anger,one night i could not practise my violin as my family was  watching tv with the lights off so i wanted to listen to some  tapes it was dark so i asked my brother to bring me a torch  however he scolded me i was so angry that i slammed my violin  on the floor
sadness,my mother suffers from a mental illness one night she was not  feeling well and was sent to the hospital i was scared that  she would die and all night i was very sad and did not dare to  close my eyes
disgust,at the crowded conditions of living i always quarrel with my  elder brother as he puts the tv volume at a deafening level and  i can not practise my piano lessons thus i feel that my home is  disgusting
shame,i lost my temper at my mother while she was teaching me i felt  ashamed and sorry at having hurt my loving mother
guilt,i felt guilty at not having practised the piano i waste my  teachers time and guidance
joy,i watched a football match with my old friend the performance  of the team was very good and the team members were full of  spirit the match was excellent and every time a goal was scored  i felt excited
fear,when i got the midterm exam results the results were below  average and were near the lowest i was scared of the final  exam
anger,when i came back to my hostel my bed was full of newspapers and  dirty clothes my roommate asked me to wash the clothes for him  as he had no time this was his responsibility the food we  shared had been eaten up by him i ate little
sadness,my sister was impolite to my father when the family was having  lunch together at a restaurant she thought that our parents had  been prejudiced against her this was an extreme thought
disgust,when i was giving private tutorials to my student he would not  concentrate and was lazy he had not done the home work that i  had assigned and his academic level was very low it was a  nuisance
shame,during a meeting i said something wrong and the others laughed at  me
guilt,i entered the hostel this year my mother was ill and could not  move and needed people to look after her every week i left home  to go back to school i felt guilty
joy,i received a letter from a friend whom i was missing
fear,i feared that i would not be able to hand in the bookreport on  time as i had started working very late the book was difficult  to read and my teacher did not accept my work as it was handed in  late
anger,my classmate always borrowed my notes and would not return it to  me on time when i had a test she was selfish and irresponsible  and so delayed my studies
sadness,when i found that my coldness had hurt somebodys sincerity
disgust,when i was studying and someone disturbed me
shame,my teacher said that being university studets we did not have  any selfinitiative or selfcontrol
guilt,i took french leave to do my homework
joy,i realized that a fellow member had grown spiritually i was the  leader of a spiritual group and had prayed for him he did not  want to burn the incense but his mother forced him to do it  finally his mother told him that he could discontinue if he got  good results at school
fear,looking for the toilet in a dark place
anger,i gave tutorial to a student and i found that he was lazy he did  not pay attention to what i taught he did some easy questions  wrong deliberately
sadness,i saw a lot of starving people in a tv news report
disgust,our neighbour came and gossiped about others with my parents
shame,i promised a friend that i would return a book to its owner for  him but i forgot to do it
guilt,saw a blue film in a cinema
joy,when i saw the certificate results i did not feel very happy as i  did not realize that i had got all the credits until my  classmates pointed it out to me my parents and my relatives  praised me and i realized that my results were good ie 2a 5b  2c i felt satisfied with the results and was happy
fear,an hour before receiving the certificate results i was very  frightened when i saw others crying i felt very tense and as  time went by my fear grew
anger,my classmate used her personal relations to get a seat for a  subject that i wanted also i had taken the pains to help him  apply and i did not get selected i did not like this as he had  not told me the facts earlier he need not have lied to me
sadness,when my mother went through an operation it was not very serious  but i was sad and could not sleep before the operation
disgust,during a recent meeting mr a showed his excitement and  overindulged in the notes delivered though his curiosity could  not be blamed his way of accquiring knowledge was an extreme  behaviour eg he always tried to know what i was reading and  gained everything he could
shame,when i was doing my homework at home some relatives came and  advised me to help my mother do the housework
guilt,while quarreling with my brother i broke the glass door of the  cupboard and a china doll we were scolded by my father for  breaking the door but we did not tell him about the door
joy,when i was admitted to the chinese universiity
fear,an intercollege basketball match
anger,something was stolen
sadness,when i learnt that my close friend was going to immigrate
disgust,when the summer holiday job was almost over
shame,during a meeting
guilt,failed to keep an appointment
joy,when i told my girlfriend a joke openly and frankly
fear,once while crossing a road i was overcome with fear
anger,my intimate girlfriend told me that her father was opposed to our  relationship and had insulted my integrity
sadness,when my studies are too demanding and i cannot cope with it
disgust,the behaviour of people spitting everywhere
shame,i could not finish my homework on time
guilt,after masturbation
joy,when i finished the work that i had planned to do my homework
fear,i was not prepared for the exam but i wanted to sleep the night  before the exam
anger,someone played a trick on me
sadness,when the thing that made my friends and relatives sad happened to  them
disgust,it was a narrow and dirty passage which was located near the  market and i had to stand there to wait for people
shame,i had something wrong saying wrong things and being impolite to  someone and this had embarrassed the this person and i  still meet the person
guilt,i said something which was against my conscience
joy,several good friends made me a surprise visit and this made me  happy they are my closest friends and we had not seen each  other for a long time
fear,the hero was chased by a terrible vampire in a suspense and  horror film shown on tv
anger,i worked with several classmates on a project i was very  anxious about the project while my partners showed no concern  and when we had meetings on the project my classmates did not  pay any attention some of them read books while the others  argued on irrelevant questions the meeting would go on for two  hours without the main theme being discussed we wasted time and  could not reach a compromise my classmates avoided doing the  work and the responsibilities they seemed to value other  projects more than this one
sadness,one of my good friends had to migrate to america our friendship  had developed quite well and it was a pity as our friendship would  fade
disgust,in a study group a person always liked to argue on some  unimportant irrelevant and minor points he tried to persuade  others in an unfriendly way he was obstinate and would not accept  others point of view
shame,once my presentation was the worst among my classmates as i had  not prepared it well and had not seen it as important my  presentation was so confused that it clearly showed my poor  preparation
guilt,i joked with an unfamiliar friend in an obstinate tone i was  afraid of his misunderstanding me and being hurt and angry at me  i felt sorry over my conduct and thought that i had to find an  opportunity to apologize
joy,i remember my religious experience during a gospel camp a few  friends of mine decided to believe in god the joy that i felt  at that time was more than words can express i blessed them and  praised god in my heart
fear,my friend and i had offended our classmate unintenionally we  wanted to apologize to her so we decided to visit her we knew that she  was stubborn so we were frightened when we rang her door bell  our fear was at its climax
anger,my girlfriend disliked it when i played majong a game of gambling  i expressed my regrets and when i went to see her she neglected my  existance i was very angry and left in displeasure
sadness,when i said goodbye to my girlfriend i had spent two years on  developing this relationship and it was unsuccessful i felt very  sad
disgust,my classmate got a b for his homework while i only got a c  when we got the results he acted as if he did not merit this  grade i found that his humility was hypocritical and i found it  disgusting
shame,once in primary five i had forgotten to take a book to class and  the teacher punished me by asking me to stand at the back of the  class i thought about the way my mother would react if she saw  me being punished my mother was very good to me and though she  did not see me punished i felt sorry for her
guilt,i had fixed a meeting with my classmates and i missed it as i was  tired besides everyone at the meeting was a stranger to me and  i did not want to make friends with them whatever the reasons i  felt guilty
joy,i learnt from the newspaper that i had been accepted at the  chinese university of hk it was 7 oclock in the morning  later i told my family and relatives about it and had tea with  them very joyfully
fear,i was camping in an old broken hut which had no lights i had  brought along a lamp which was not working very well the door  made strange sounds and i was sure that strange things were  happening the most terrifying bit was that there were many  wardrobes in the hut and everytime that i looked in the glass of  the wardrobe i felt that there were objects behind me the  whole night was spent in fear and restlessness
anger,during a football match the other team was rude and they hurt my  team members and me the coach was prejudiced against us and  punished us unreasonably later we fought with each other and  the match had to be cut short
sadness,i heard of the death of a closefriend of mine i had gone camping  with him shortly before his death and the whole thing seemed very  sudden to me
disgust,a group of youngsters dressed in fads talked foul language on a  bus they also insulted the pedestrians on the road and were  impolite to the passengers of the bus
shame,in a christian gatherings lucky draw i mistook a girls name for  mine a boys name i realized my mistake only when i went up  to the stage for the prize i did not know what to do as  everyone was looking at me i blushed and went back to my seat
guilt,while playing basketball i broke a team members spectacles his  face was injured by the pieces of glass it was not serious but  i felt guilty and blamed myself for being too careless and  vigorous in my game
joy,after a busy day i went back to my hostel i closed the door and  had a drink then i read my favourite book on the bed suddenly  i felt peace and joy
fear,when i went home and there was nobody i waited till 2 am and  still nobody i was suddenly scared and anxious as this had never  happened before in addition my mother was very weak and i  feared that she had met with an accident therefore i was anxious  all night
anger,yesterday i read in the newspaper that a 30 year old woman had  abused her 2 month old son and had caused his death i was very  angry after reading this as this is not a human act and to abuse  so fragile a life is not a forgivable sin
sadness,i had a schoolmate who went to the hospital as her brain was  bleeding she fell unconscious for three days and when i went  to see her i saw the miserable state the family was in moreover  i could not do nothing for her i was very sad finally she  died
disgust,a tiresome person held me up all day long i was very busy then  i can not remember what the problem was he continously tried  to make me talk to him and disturbed me
shame,one day when i was sitting on the bus there was an old woman  standing beside me i was very tired and sleepy and did not  think of giving her my seat a 50 year old woman who was sitting  beside me got up and gave her seat to the old woman and said  old woman please take my seat the youngstters these days are  not used to giving their seats to others when i heard these  words i was very ashamed of myself and wanted to get off the bus  at once
guilt,after an exam i was in a very bad mood as i had done it very  badly at home my mother took so long to ask me how things had  gone that i lost my temper i overreacted and made my mother cry  she still prepared lunch for me and did not scold me suddenly  i thought that it was my fault and i started crying 
joy,i was appreciated by others especially my family members and my  friends
fear,whenever i am alone in a dark room walk alone on the street  sleep alone in the room at night or see something which is only  partly visible this emotion was very strong when as an 8 year  old child i saw something horrible
anger,whenever i put myself in others shoes and try to make the  person happy comfort him or make friends and i am misunderstood  and rejected especially when this person is a family member or a friend
sadness,there was a conflict of interest between me and a close friend of  mine he only thought about his own interest and not about our  friendship this behaviour hurt his friends another incident  is when a friend isolated himself without giving any reasons
disgust,when i saw a lot of rubbish and animal waste on the floor
shame,when i was emotionally unstable i said things which may have hurt  others or made them feel unhappy when i calmed down i realized  that i had been selfish and had not taken into consideration the  feelings of others then i felt ashamed as someone pointed out my  behaviour to me
guilt,when i break someones things out of carelessness or do something  to make others feel unhappy or hurt the selfesteem selfconfidence  of others especially if they happen to be friends or family members
joy,when i received the letter informing that i had been accepted to  be a chinese university student i was excited as i had longed  for it
fear,one day when i was a little boy my friends asked me to play  with them outside and to catch some boys however our parents  did not know that we were out and when i got home it was very  late and i feared being scolded by my parents
anger,when i learnt that a friend of mine had talked about me to  another friend and had said wrong things about my abilities and  attitudes i was very angry
sadness,about two years ago my girlfriend suggested that we separate  this really gave me a shock as i had never thought that she would  say such things the reason she gave me was that we were not  suited for each other
disgust,once while studying for my exam i found so many complicated words  that it disgusted me
shame,when i was young i felt ashamed when our relatives visited us and  i hid myself
guilt,i was so excited once that i told my classmate that she was old  this hurt her and i felt guilty
joy,during a certain period i felt successful and extremely satisfied  when i found that any tasks or decisions that i had made were better  than expected
fear,i am scared when i stroll alone on the chung chi college campus
anger,one day i discussed a very important question with a a  suddenly declared that he would not accept my position and  thought that he himself was right moreover he attacked  strongly not my opinion but me personally
sadness,when i learnt that i had failed an exam this not only influenced  my emotions but also other important tasks it also made my  record imperfect
disgust,i would classify subjectively a certain gesture or the way of  talking of a person as disgusting or inacceptable
shame,one day i felt dizzy during a lecture when the lecturer asked  us as to who had heard the fairy tale i was the only one who  put up his hand and this surprised the whole class
guilt,we always made a lot of noise during a certain lecture this may  have been because we did not respect the lecturer finaly the  lecturer could not tolerate it and he scolded us angrily and  pointed out our misbehaviour
joy,i felt happy when i received the letter telling me that i had  been admitted to the university
fear,during the first year in university i had bad results in both  the terms especially the first term i was afraid that i would  not be promoted to the next year and that the others would go  ahead of me
anger,once my father slapped my mother for a small quarrel
sadness,a few years ago my mother suffered from canccer and died within  two years we had not finished our studies then and could not  bear our responsibilities as her children my mother had tried  her best to take care of us but she lived in pain these two  years neither the doctor nor we could do anything for her as  cancer is incurable i was very eager to replace her in  suffernig even die instead of her
disgust,i used to play with a group of classmates and i found out later  that they were cheap in thought behaviour and conduct they  would smoke fight and speak foul language i thought that they  destroyed the image of college students
shame,it was discovered that i had received a warning letter as my  gpa was very low
guilt,many years back i quarrelled with my younger brother for a small  reason i used a pole to beat him and nearly broke his arm he  recovered after a treatment which lasted several months after  this our relationship was worse and he would not listen to me
joy,one saturday afternoon i deliberately dressed up nicely i had  been in a bad mood of late i hoped to go for a walk in the  soft sunlight to try and uplift my spirits when i was having  lunch in the canteen two of my male classmates asked me as to  why i was dressed so nicely they had seldom joked with me  before one of them said that he had a lounge suit and we would  look very nice if we wore them together
fear,the exam was drawing near and i wanted to prepare for it but i  had a lot of other things to do so i did not have much time to prepare  for the exams whenever i sat down to study i was scared that i would  not be able to finish it
anger,a female classmate was always late for meetings which were for  the homework and not social gatherings we were very busy and  the deadline was close but we had to waste half an hour or an  hour waiting for her as we could do nothing else then
sadness,after a meeting ended we started talking about when we would  have the next discussion i had many tests the coming week and  could not have a meeting in between i thought that they would  understand this as they had always done they did not  understand my problem and thought that i should not have so many  other activities their reaction made me burst into tears
disgust,when i was studying in the library a pair of lovers were sitting  next to me talking in an intense and soft voice they were  disturbing others
shame,during an informal discussion i contributed a lot even though i  had not spent much time studying whenever someone said that  someone was not paying attention or that he had too many other  things to do or that the persoon was not trying his best i  would feel ashamed
